employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,any_awards_won,is_promoted,kpis_met_above_80_percent,avg_training_score
50722,Sales & Marketing,region_6,Bachelor's,f,other,1,29,5.0,5,0,0,0,51
72585,Sales & Marketing,region_7,Bachelor's,f,other,1,30,3.0,6,0,0,0,54
8073,Sales & Marketing,region_22,Bachelor's,m,other,1,36,4.0,5,0,0,1,50
33534,Sales & Marketing,region_25,Bachelor's,m,other,1,27,3.0,4,0,0,1,50
36336,Sales & Marketing,region_26,Bachelor's,m,other,1,37,5.0,11,0,0,0,50
33956,Sales & Marketing,region_2,Bachelor's,f,other,1,30,4.0,4,0,0,0,47
3036,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1.0,6,0,0,0,50
75808,Sales & Marketing,region_2,Bachelor's,f,other,1,32,4.0,3,0,0,1,50
67901,Sales & Marketing,region_25,Bachelor's,f,other,1,30,5.0,2,0,0,1,56
54240,Sales & Marketing,region_15,Bachelor's,f,other,1,30,3.0,2,0,0,0,47
49187,Sales & Marketing,region_26,Bachelor's,f,other,1,30,1.0,4,0,0,0,53
33939,Sales & Marketing,region_22,Bachelor's,f,other,1,29,,1,0,0,1,55
47449,Sales & Marketing,region_26,Bachelor's,m,other,1,29,1.0,2,0,0,0,46
11430,Sales & Marketing,region_8,Bachelor's,m,other,1,40,,1,0,0,1,50
22751,Sales & Marketing,region_7,Bachelor's,m,other,1,30,5.0,3,0,0,0,51
10186,Sales & Marketing,region_26,Bachelor's,m,other,1,25,5.0,2,0,0,0,50
42532,Sales & Marketing,region_15,Bachelor's,m,other,1,51,1.0,22,0,0,0,50
53652,Sales & Marketing,region_2,Bachelor's,m,other,1,30,4.0,3,0,0,0,46
23343,Sales & Marketing,region_4,Bachelor's,m,other,1,46,5.0,12,0,0,1,50
8257,Sales & Marketing,region_28,Bachelor's,m,other,1,30,3.0,5,0,0,0,50
40524,Sales & Marketing,region_13,Bachelor's,m,other,1,38,3.0,7,0,0,1,50
51124,Sales & Marketing,region_30,Bachelor's,m,other,1,29,2.0,6,0,0,0,51
39969,Sales & Marketing,region_20,Bachelor's,m,other,1,29,4.0,3,0,0,0,49
62954,Sales & Marketing,region_31,Bachelor's,m,other,1,31,3.0,6,0,0,0,50
55508,Sales & Marketing,region_2,Bachelor's,m,other,1,30,5.0,6,0,0,0,45
27412,Sales & Marketing,region_15,Bachelor's,m,other,1,25,,1,0,0,1,50
32081,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3.0,2,0,0,1,50
19930,Sales & Marketing,region_6,Bachelor's,m,other,1,29,1.0,3,0,0,0,51
3227,Sales & Marketing,region_26,Bachelor's,m,other,1,39,5.0,4,0,0,0,50
58211,Sales & Marketing,region_14,Bachelor's,m,other,1,29,2.0,5,0,0,0,45
75144,Sales & Marketing,region_31,Bachelor's,f,other,1,24,,1,0,0,0,50
49026,Sales & Marketing,region_16,Bachelor's,m,other,1,29,,1,0,0,0,51
67639,Sales & Marketing,region_31,Bachelor's,m,other,1,29,4.0,4,0,0,0,45
67897,Sales & Marketing,region_28,Bachelor's,m,other,1,35,4.0,7,0,0,1,50
36192,Sales & Marketing,region_15,Bachelor's,f,other,1,33,3.0,3,0,0,0,50
76700,Sales & Marketing,region_22,Bachelor's,m,other,1,26,,1,0,0,1,50
20510,Sales & Marketing,region_15,Bachelor's,f,other,1,30,3.0,5,0,0,0,46
47137,Sales & Marketing,region_13,Bachelor's,m,other,1,29,3.0,2,0,0,1,47
15450,Sales & Marketing,region_32,Bachelor's,m,other,1,31,5.0,7,0,0,0,50
13621,Sales & Marketing,region_25,Bachelor's,m,other,1,29,4.0,3,0,0,0,49
48098,Sales & Marketing,region_22,Bachelor's,m,other,1,29,2.0,6,0,0,0,46
34773,Sales & Marketing,region_23,Bachelor's,m,other,1,29,1.0,3,0,0,0,52
35061,Sales & Marketing,region_32,Bachelor's,m,other,1,29,1.0,5,0,0,0,47
62298,Sales & Marketing,region_5,Bachelor's,m,other,1,29,1.0,5,0,0,0,47
4960,Sales & Marketing,region_15,Bachelor's,m,other,1,29,5.0,5,0,0,1,54
57634,Sales & Marketing,region_20,Bachelor's,m,other,1,29,5.0,6,0,0,1,48
13310,Sales & Marketing,region_6,Bachelor's,f,other,1,30,2.0,4,0,0,0,43
10165,Sales & Marketing,region_3,Bachelor's,m,other,1,29,,1,0,0,0,45
39356,Sales & Marketing,region_4,Bachelor's,m,other,1,52,3.0,4,0,0,0,50
17728,Sales & Marketing,region_27,Bachelor's,f,other,1,26,,1,0,0,0,50
35021,Sales & Marketing,region_27,Bachelor's,m,other,1,30,5.0,2,0,0,1,52
67248,Sales & Marketing,region_16,Bachelor's,m,other,1,30,,1,0,0,0,48
65887,Sales & Marketing,region_31,Bachelor's,m,other,1,30,3.0,2,0,0,0,51
14325,Sales & Marketing,region_32,Bachelor's,m,other,1,43,3.0,7,0,0,0,50
16700,Sales & Marketing,region_7,Bachelor's,m,other,1,50,5.0,8,0,0,1,50
58743,Sales & Marketing,region_12,Bachelor's,m,other,1,29,5.0,2,0,0,0,51
49493,Sales & Marketing,region_3,Bachelor's,m,other,1,31,5.0,6,0,0,1,50
8592,Sales & Marketing,region_2,Bachelor's,m,other,1,38,3.0,9,0,0,0,50
30705,Sales & Marketing,region_26,Bachelor's,m,other,1,34,5.0,5,0,0,1,50
75323,Sales & Marketing,region_13,Bachelor's,f,other,1,30,5.0,3,0,0,1,53
58363,Sales & Marketing,region_2,Bachelor's,m,other,1,35,5.0,10,0,0,0,50
68687,Sales & Marketing,region_11,Bachelor's,m,other,1,30,4.0,7,0,0,0,54
6581,Sales & Marketing,region_26,Bachelor's,f,other,1,30,3.0,3,0,0,1,51
4832,Sales & Marketing,region_2,Bachelor's,m,other,1,54,2.0,4,0,0,0,50
66116,Sales & Marketing,region_13,Bachelor's,m,other,1,30,3.0,4,0,0,0,48
27455,Sales & Marketing,region_16,Bachelor's,m,other,1,30,3.0,4,0,0,1,52
67310,Sales & Marketing,region_22,Bachelor's,m,other,1,26,2.0,4,0,0,0,50
17518,Sales & Marketing,region_12,Bachelor's,m,other,1,36,1.0,8,0,0,0,50
30451,Sales & Marketing,region_15,Bachelor's,f,other,1,29,,1,0,0,0,48
58127,Sales & Marketing,region_2,Bachelor's,f,other,1,30,4.0,5,0,0,1,47
57729,Sales & Marketing,region_15,Bachelor's,m,other,1,29,5.0,3,0,0,0,52
29380,Sales & Marketing,region_16,Bachelor's,m,other,1,29,4.0,4,0,0,0,50
61128,Sales & Marketing,region_31,Bachelor's,m,other,1,24,3.0,2,0,0,1,50
40282,Sales & Marketing,region_7,Bachelor's,m,other,1,45,5.0,2,0,0,0,50
9997,Sales & Marketing,region_13,Bachelor's,f,other,1,29,3.0,8,0,0,0,53
19220,Sales & Marketing,region_23,Bachelor's,m,other,1,32,5.0,6,0,0,1,50
59253,Sales & Marketing,region_12,Bachelor's,m,other,1,29,,1,0,0,0,48
49530,Sales & Marketing,region_7,Bachelor's,m,other,1,31,1.0,3,0,0,0,50
48052,Sales & Marketing,region_31,Bachelor's,m,other,1,26,3.0,4,0,0,0,50
12514,Sales & Marketing,region_33,Bachelor's,m,other,1,31,5.0,2,0,0,1,50
69212,Sales & Marketing,region_26,Bachelor's,f,other,1,36,1.0,7,0,0,0,50
46133,Sales & Marketing,region_18,Bachelor's,m,other,1,29,,1,0,0,0,50
64770,Sales & Marketing,region_7,Bachelor's,f,other,1,31,3.0,2,0,0,1,50
50663,Sales & Marketing,region_13,Bachelor's,m,other,1,25,,1,0,0,0,50
23270,Sales & Marketing,region_11,Bachelor's,m,other,1,29,5.0,4,0,0,0,51
19403,Sales & Marketing,region_17,Bachelor's,m,other,1,29,1.0,5,0,0,0,48
24791,Sales & Marketing,region_4,Bachelor's,m,other,1,28,,1,0,0,0,50
12597,Sales & Marketing,region_2,Bachelor's,m,other,1,34,3.0,7,0,0,1,50
50207,Sales & Marketing,region_6,Bachelor's,m,other,1,40,3.0,7,0,0,0,50
21618,Sales & Marketing,region_26,Bachelor's,m,other,1,31,5.0,4,0,0,0,50
59095,Sales & Marketing,region_29,Bachelor's,m,other,1,26,1.0,2,0,0,1,50
38455,Sales & Marketing,region_30,Bachelor's,m,other,1,27,5.0,4,0,0,1,50
10666,Sales & Marketing,region_29,Bachelor's,f,other,1,29,3.0,3,0,0,0,52
67890,Sales & Marketing,region_26,Bachelor's,m,other,1,26,5.0,2,0,0,0,50
75325,Sales & Marketing,region_1,Bachelor's,m,other,1,29,5.0,5,0,0,0,54
3682,Sales & Marketing,region_15,Bachelor's,m,other,1,26,1.0,4,0,0,0,50
15968,Sales & Marketing,region_16,Bachelor's,f,other,1,32,3.0,3,0,0,0,50
74902,Sales & Marketing,region_31,Bachelor's,m,other,1,33,3.0,6,0,0,0,50
56613,Sales & Marketing,region_26,Bachelor's,f,other,1,28,3.0,3,0,0,0,50
41318,Sales & Marketing,region_2,Bachelor's,m,other,1,39,5.0,7,0,0,1,50
45880,Sales & Marketing,region_9,Bachelor's,f,other,1,29,2.0,7,0,0,0,46
28237,Sales & Marketing,region_21,Bachelor's,m,other,1,38,3.0,11,0,0,0,50
36528,Sales & Marketing,region_7,Bachelor's,f,other,1,40,3.0,13,0,0,0,50
52568,Sales & Marketing,region_22,Bachelor's,m,other,1,30,4.0,6,0,0,1,50
15071,Sales & Marketing,region_29,Bachelor's,m,other,1,30,2.0,6,0,0,0,50
36267,Sales & Marketing,region_25,Bachelor's,m,other,1,28,,1,0,0,0,50
6296,Sales & Marketing,region_7,Bachelor's,f,other,1,29,3.0,3,0,0,0,48
25140,Sales & Marketing,region_32,Bachelor's,m,other,1,31,3.0,7,0,0,1,50
33053,Sales & Marketing,region_28,Bachelor's,m,other,1,35,3.0,10,0,0,0,50
19243,Sales & Marketing,region_2,Bachelor's,m,other,1,42,2.0,10,0,0,0,50
59352,Sales & Marketing,region_27,Bachelor's,m,other,1,29,2.0,2,0,0,0,53
3395,Sales & Marketing,region_7,Bachelor's,f,other,1,40,1.0,12,0,0,0,50
19406,Sales & Marketing,region_5,Bachelor's,m,other,1,29,5.0,4,0,0,1,45
3207,Sales & Marketing,region_13,Bachelor's,m,other,1,45,4.0,5,0,0,1,50
21445,Sales & Marketing,region_22,Bachelor's,m,other,1,29,2.0,6,0,0,0,50
37648,Sales & Marketing,region_20,Bachelor's,m,other,1,29,5.0,5,0,0,1,48
39709,Sales & Marketing,region_15,Bachelor's,m,other,1,29,5.0,4,0,0,0,49
67859,Sales & Marketing,region_16,Bachelor's,m,other,1,33,2.0,4,0,0,0,50
24339,Sales & Marketing,region_11,Bachelor's,m,other,1,25,,1,0,0,0,50
38006,Sales & Marketing,region_31,Bachelor's,f,other,1,34,5.0,4,0,0,1,50
19452,Sales & Marketing,region_11,Bachelor's,f,other,1,29,,1,0,0,0,48
73270,Sales & Marketing,region_7,Bachelor's,f,other,1,29,,1,0,0,0,55
57652,Sales & Marketing,region_15,Bachelor's,m,other,1,36,5.0,10,0,0,0,50
70938,Sales & Marketing,region_7,Bachelor's,f,other,1,31,3.0,5,0,0,0,50
36033,Sales & Marketing,region_1,Bachelor's,f,other,1,29,1.0,3,0,0,0,48
74597,Sales & Marketing,region_25,Bachelor's,m,other,1,29,,1,0,0,0,53
60339,Sales & Marketing,region_10,Bachelor's,m,other,1,29,5.0,5,0,0,0,49
34166,Sales & Marketing,region_2,Bachelor's,f,other,1,23,,1,0,0,0,50
22801,Sales & Marketing,region_26,Bachelor's,m,other,1,39,2.0,4,0,0,1,50
56304,Sales & Marketing,region_10,Bachelor's,m,other,1,30,,1,0,0,0,48
66838,Sales & Marketing,region_24,Bachelor's,m,other,1,30,1.0,4,0,0,0,50
75917,Sales & Marketing,region_14,Bachelor's,f,other,1,28,,1,0,0,0,50
29716,Sales & Marketing,region_28,Bachelor's,m,other,1,29,3.0,6,0,0,0,47
70121,Sales & Marketing,region_7,Bachelor's,f,other,1,29,4.0,6,0,0,0,49
11080,Sales & Marketing,region_22,Bachelor's,m,other,1,30,5.0,3,0,0,1,50
18510,Sales & Marketing,region_31,Bachelor's,m,other,1,29,5.0,4,0,0,0,50
61973,Sales & Marketing,region_23,Bachelor's,m,other,1,30,5.0,3,0,0,0,47
68341,Sales & Marketing,region_15,Bachelor's,m,other,1,30,3.0,3,0,0,0,54
75011,Sales & Marketing,region_27,Bachelor's,m,other,1,30,1.0,6,0,0,0,45
52538,Sales & Marketing,region_14,Bachelor's,m,other,1,30,3.0,3,0,0,1,44
36729,Sales & Marketing,region_2,Bachelor's,f,other,1,33,4.0,2,0,0,0,50
52844,Sales & Marketing,region_2,Bachelor's,f,other,1,26,4.0,2,0,0,0,50
31161,Sales & Marketing,region_26,Bachelor's,m,other,1,29,5.0,6,0,0,0,45
27022,Sales & Marketing,region_31,Bachelor's,m,other,1,30,3.0,3,0,0,1,50
4833,Sales & Marketing,region_30,Bachelor's,m,other,1,45,3.0,11,0,0,0,50
44800,Sales & Marketing,region_32,Bachelor's,m,other,1,34,2.0,3,0,0,0,50
70905,Sales & Marketing,region_25,Bachelor's,m,other,1,29,,1,0,0,0,53
16394,Sales & Marketing,region_2,Bachelor's,m,other,1,28,1.0,2,0,0,0,50
8006,Sales & Marketing,region_6,Bachelor's,f,other,1,29,,1,0,0,0,56
36019,Sales & Marketing,region_19,Bachelor's,f,other,1,36,1.0,8,0,0,0,50
31739,Sales & Marketing,region_2,Bachelor's,m,other,1,42,1.0,6,0,0,1,50
3766,Sales & Marketing,region_14,Bachelor's,f,other,1,33,3.0,5,0,0,0,50
18108,Sales & Marketing,region_17,Bachelor's,m,other,1,30,5.0,7,0,0,1,48
39205,Sales & Marketing,region_6,Bachelor's,m,other,1,29,2.0,4,0,0,0,45
30461,Sales & Marketing,region_7,Bachelor's,m,other,1,33,2.0,7,0,0,0,50
34523,Sales & Marketing,region_4,Bachelor's,f,other,1,33,3.0,4,0,0,0,50
6934,Sales & Marketing,region_22,Bachelor's,m,other,1,22,,1,0,0,1,50
22408,Sales & Marketing,region_33,Bachelor's,m,other,1,30,5.0,3,0,0,1,51
77356,Sales & Marketing,region_19,Bachelor's,m,other,1,29,1.0,2,0,0,0,46
67535,Sales & Marketing,region_31,Bachelor's,f,other,1,29,3.0,4,0,0,0,46
32622,Sales & Marketing,region_11,Bachelor's,m,other,1,30,,1,0,0,0,51
59361,Sales & Marketing,region_7,Bachelor's,m,other,1,33,,1,0,0,1,50
8446,Sales & Marketing,region_14,Bachelor's,m,other,1,30,5.0,4,0,0,0,47
57676,Sales & Marketing,region_8,Bachelor's,m,other,1,29,4.0,3,0,0,0,43
43897,Sales & Marketing,region_4,Bachelor's,f,other,1,30,,1,0,0,1,49
33175,Sales & Marketing,region_22,Bachelor's,m,other,1,27,4.0,1,0,0,0,50
16694,Sales & Marketing,region_15,Bachelor's,m,other,1,42,4.0,12,0,0,0,50
63041,Sales & Marketing,region_2,Bachelor's,m,other,1,34,2.0,7,0,0,1,50
4655,Sales & Marketing,region_33,Bachelor's,m,other,1,29,3.0,5,0,0,0,49
25363,Sales & Marketing,region_26,Bachelor's,m,other,1,38,1.0,8,0,0,0,50
69816,Sales & Marketing,region_31,Bachelor's,m,other,1,30,3.0,5,0,0,0,51
52123,Sales & Marketing,region_22,Bachelor's,m,other,1,40,3.0,8,0,0,0,50
20192,Sales & Marketing,region_11,Bachelor's,m,other,1,29,5.0,3,0,0,1,50
29219,Sales & Marketing,region_13,Bachelor's,m,other,1,29,1.0,4,0,0,0,49
2478,Sales & Marketing,region_22,Bachelor's,f,other,1,29,4.0,5,0,0,0,49
8582,Sales & Marketing,region_2,Bachelor's,m,other,1,27,,1,0,0,0,50
38541,Sales & Marketing,region_12,Bachelor's,f,other,1,27,3.0,5,0,0,0,50
39527,Sales & Marketing,region_11,Bachelor's,m,other,1,28,3.0,4,0,0,0,50
25085,Sales & Marketing,region_30,Bachelor's,m,other,1,29,1.0,9,0,0,1,51
78234,Sales & Marketing,region_15,Bachelor's,f,other,1,43,3.0,7,0,0,0,50
65555,Sales & Marketing,region_22,Bachelor's,f,other,1,34,5.0,7,0,0,1,50
23835,Sales & Marketing,region_22,Bachelor's,m,other,1,28,3.0,2,0,0,0,50
40876,Sales & Marketing,region_23,Bachelor's,m,other,1,27,,1,0,0,0,50
58214,Sales & Marketing,region_5,Bachelor's,m,other,1,29,5.0,7,0,0,0,51
17228,Sales & Marketing,region_24,Bachelor's,m,other,1,30,3.0,7,0,0,0,44
30220,Sales & Marketing,region_23,Bachelor's,m,other,1,30,4.0,5,0,0,1,51
42018,Sales & Marketing,region_26,Bachelor's,m,other,1,29,2.0,3,0,0,0,51
15181,Sales & Marketing,region_32,Bachelor's,f,other,1,36,3.0,5,0,0,1,50
72329,Sales & Marketing,region_32,Bachelor's,f,other,1,30,1.0,3,0,0,0,52
66374,Sales & Marketing,region_26,Bachelor's,m,other,1,30,4.0,6,0,0,0,52
39459,Sales & Marketing,region_7,Bachelor's,m,other,1,36,4.0,7,0,0,1,50
64680,Sales & Marketing,region_26,Bachelor's,m,other,1,45,5.0,4,0,0,0,50
60099,Sales & Marketing,region_28,Bachelor's,f,other,1,31,,1,0,0,0,50
56403,Sales & Marketing,region_27,Bachelor's,f,other,1,38,1.0,10,0,0,0,50
38937,Sales & Marketing,region_2,Bachelor's,m,other,1,49,2.0,6,0,0,0,50
31669,Sales & Marketing,region_27,Bachelor's,m,other,1,30,5.0,3,0,0,1,51
5363,Sales & Marketing,region_4,Bachelor's,m,other,1,29,,1,0,0,0,49
32289,Sales & Marketing,region_32,Bachelor's,f,other,1,29,,1,0,0,0,46
25232,Sales & Marketing,region_16,Bachelor's,m,other,1,46,3.0,11,0,0,0,50
75852,Sales & Marketing,region_28,Bachelor's,m,other,1,30,,1,0,0,0,49
24495,Sales & Marketing,region_12,Bachelor's,m,other,1,28,5.0,7,0,0,0,50
37024,Sales & Marketing,region_4,Bachelor's,m,other,1,26,3.0,2,0,0,1,50
32351,Sales & Marketing,region_12,Bachelor's,m,other,1,30,5.0,2,0,0,0,51
54189,Sales & Marketing,region_25,Bachelor's,m,other,1,27,5.0,4,0,0,0,50
33371,Sales & Marketing,region_9,Bachelor's,m,other,1,29,4.0,8,0,0,0,46
77260,Sales & Marketing,region_13,Bachelor's,m,other,1,28,3.0,2,0,0,0,50
76290,Sales & Marketing,region_2,Bachelor's,m,other,1,39,3.0,7,0,0,1,50
15566,Sales & Marketing,region_25,Bachelor's,f,other,1,29,5.0,4,0,0,0,48
37080,Sales & Marketing,region_32,Bachelor's,f,other,1,30,3.0,5,0,0,0,51
61526,Sales & Marketing,region_28,Bachelor's,m,other,1,42,5.0,4,0,0,0,50
37213,Sales & Marketing,region_7,Bachelor's,f,other,1,29,5.0,3,0,0,0,52
52502,Sales & Marketing,region_23,Bachelor's,m,other,1,29,4.0,2,0,0,0,47
47715,Sales & Marketing,region_22,Bachelor's,m,other,1,29,4.0,5,0,0,1,53
39073,Sales & Marketing,region_32,Bachelor's,m,other,1,30,2.0,6,0,0,0,46
26572,Sales & Marketing,region_4,Bachelor's,m,other,1,29,2.0,6,0,0,1,52
73160,Sales & Marketing,region_13,Bachelor's,m,other,1,30,3.0,3,0,0,1,52
22257,Sales & Marketing,region_26,Bachelor's,m,other,1,53,2.0,9,0,0,0,50
3046,Sales & Marketing,region_25,Bachelor's,m,other,1,33,2.0,5,0,0,1,50
22057,Sales & Marketing,region_9,Bachelor's,m,other,1,30,5.0,3,0,0,0,45
52354,Sales & Marketing,region_2,Bachelor's,f,other,1,29,4.0,6,0,0,0,47
64987,Sales & Marketing,region_7,Bachelor's,m,other,1,35,5.0,3,0,0,1,50
8850,Sales & Marketing,region_15,Bachelor's,m,other,1,44,4.0,14,0,0,0,50
25832,Sales & Marketing,region_32,Bachelor's,m,other,1,29,3.0,5,0,0,1,53
63546,Sales & Marketing,region_2,Bachelor's,f,other,1,38,3.0,3,0,0,0,50
51446,Sales & Marketing,region_28,Bachelor's,m,other,1,28,4.0,5,0,0,1,50
11186,Sales & Marketing,region_11,Bachelor's,m,other,1,29,,1,0,0,0,48
20599,Sales & Marketing,region_32,Bachelor's,m,other,1,30,4.0,6,0,0,0,52
6016,Sales & Marketing,region_29,Bachelor's,m,other,1,30,4.0,3,0,0,0,49
46350,Sales & Marketing,region_2,Bachelor's,m,other,1,33,4.0,8,0,0,1,50
41091,Sales & Marketing,region_15,Bachelor's,m,other,1,26,3.0,3,0,0,0,50
16976,Sales & Marketing,region_16,Bachelor's,m,other,1,29,5.0,2,0,0,1,53
7043,Sales & Marketing,region_19,Bachelor's,m,other,1,30,1.0,7,0,0,0,50
63584,Sales & Marketing,region_2,Bachelor's,m,other,1,29,,1,0,0,0,54
76829,Sales & Marketing,region_7,Bachelor's,f,other,1,29,1.0,6,0,0,0,48
6924,Sales & Marketing,region_2,Bachelor's,m,other,1,29,2.0,3,0,0,0,47
51847,Sales & Marketing,region_22,Bachelor's,f,other,1,32,5.0,5,0,0,0,50
63737,Sales & Marketing,region_16,Bachelor's,m,other,1,39,4.0,8,0,0,0,50
3462,Sales & Marketing,region_31,Bachelor's,m,other,1,27,2.0,5,0,0,0,50
43000,Sales & Marketing,region_32,Bachelor's,m,other,1,30,4.0,5,0,0,0,51
9235,Sales & Marketing,region_2,Bachelor's,m,other,1,30,3.0,5,0,0,0,47
61517,Sales & Marketing,region_2,Bachelor's,f,other,1,30,5.0,6,0,0,1,52
29676,Sales & Marketing,region_31,Bachelor's,m,other,1,31,5.0,5,0,0,0,50
50047,Sales & Marketing,region_23,Bachelor's,f,other,1,29,3.0,5,0,0,0,56
16481,Sales & Marketing,region_19,Bachelor's,m,other,1,37,2.0,4,0,0,1,50
20225,Sales & Marketing,region_4,Bachelor's,m,other,1,30,3.0,5,0,0,1,47
45484,Sales & Marketing,region_2,Bachelor's,m,other,1,50,5.0,4,0,0,1,50
860,Sales & Marketing,region_31,Bachelor's,m,other,1,34,3.0,4,0,0,0,50
17538,Sales & Marketing,region_5,Bachelor's,f,other,1,30,1.0,4,0,0,0,50
2851,Sales & Marketing,region_23,Bachelor's,f,other,1,31,1.0,4,0,0,0,50
39813,Sales & Marketing,region_27,Bachelor's,m,other,1,30,2.0,3,0,0,0,51
40235,Sales & Marketing,region_12,Bachelor's,f,other,1,27,5.0,3,0,0,1,50
41109,Sales & Marketing,region_16,Bachelor's,m,other,1,41,5.0,9,0,0,1,50
40405,Sales & Marketing,region_2,Bachelor's,f,other,1,30,2.0,4,0,0,0,53
4932,Sales & Marketing,region_7,Bachelor's,f,other,1,60,1.0,5,0,0,1,50
18551,Sales & Marketing,region_16,Bachelor's,m,other,1,32,2.0,3,0,0,1,50
3767,Sales & Marketing,region_13,Bachelor's,m,other,1,41,5.0,5,0,0,0,50
20707,Sales & Marketing,region_28,Bachelor's,m,other,1,29,1.0,4,0,0,0,55
9557,Sales & Marketing,region_30,Bachelor's,m,other,1,27,,1,0,0,0,50
6599,Sales & Marketing,region_4,Bachelor's,m,other,1,54,3.0,17,0,0,0,50
72707,Sales & Marketing,region_2,Bachelor's,f,other,1,31,2.0,6,0,0,0,50
27497,Sales & Marketing,region_1,Bachelor's,f,other,1,29,3.0,2,0,0,0,52
69398,Sales & Marketing,region_11,Bachelor's,m,other,1,30,5.0,5,0,0,0,48
6276,Sales & Marketing,region_15,Bachelor's,m,other,1,43,5.0,12,0,0,0,50
42094,Sales & Marketing,region_31,Bachelor's,f,other,1,30,1.0,3,0,0,0,52
12318,Sales & Marketing,region_16,Bachelor's,f,other,1,30,3.0,6,0,0,1,47
64610,Sales & Marketing,region_22,Bachelor's,m,other,1,25,1.0,3,0,0,0,50
57138,Sales & Marketing,region_22,Bachelor's,f,other,1,29,2.0,5,0,0,0,48
48715,Sales & Marketing,region_21,Bachelor's,m,other,1,29,5.0,5,0,0,0,52
32251,Sales & Marketing,region_27,Bachelor's,m,other,1,34,5.0,5,0,0,1,50
55654,Sales & Marketing,region_19,Bachelor's,m,other,1,29,3.0,4,0,0,0,48
7049,Sales & Marketing,region_25,Bachelor's,m,other,1,31,3.0,3,0,0,1,50
64193,Sales & Marketing,region_22,Bachelor's,m,other,1,30,4.0,5,0,0,0,54
64119,Sales & Marketing,region_29,Bachelor's,m,other,1,37,1.0,7,0,0,0,50
60712,Sales & Marketing,region_24,Bachelor's,m,other,1,29,1.0,5,0,0,0,43
31634,Sales & Marketing,region_15,Bachelor's,m,other,1,25,3.0,2,0,0,0,50
59508,Sales & Marketing,region_14,Bachelor's,f,other,1,33,4.0,6,0,0,1,50
22503,Sales & Marketing,region_2,Bachelor's,m,other,1,29,2.0,6,0,0,0,48
55410,Sales & Marketing,region_34,Bachelor's,m,other,1,30,5.0,2,0,0,0,53
22016,Sales & Marketing,region_27,Bachelor's,m,other,1,29,1.0,5,0,0,0,51
42175,Sales & Marketing,region_7,Bachelor's,f,other,1,29,4.0,5,0,0,0,49
41659,Sales & Marketing,region_7,Bachelor's,m,other,1,30,4.0,7,0,0,0,51
